day,osr,asr,psr,meanSur,numOff,femalePC,malePC,preference,ornaments,popSize,mateMale,mateFemale,careMale,careFemale,recoMale,recoFemale,juvMale,juvFemale
4850000,0.0592154,0.50375,0.466667,0.0243902,2,3.04335,16.7347,0,0,4060,96,1287,1463,256,456,442,29,31
4855000,0.0731889,0.499741,0.472222,0.0238095,2,3.11754,16.69,0,0,3922,94,1220,1421,267,408,441,34,37
4860000,0.0616808,0.495403,0.5,0.025974,2,3.25608,16.7271,0,0,3866,64,1220,1403,277,419,426,30,27
4865000,0.0669065,0.496383,0.531646,0.0394737,3,3.22241,16.7052,0,0,4087,90,1298,1456,272,444,449,40,38
4870000,0.0765379,0.507155,0.493827,0.0927835,9,3.25695,16.7181,0,0,4211,93,1267,1537,303,463,462,41,45
4875000,0.0622656,0.500503,0.52459,0.0208333,2,3.32368,16.6741,0,0,4038,83,1261,1482,289,427,436,30,30
4880000,0.0742101,0.503524,0.493827,0.0108696,1,3.31583,16.6992,0,0,4189,81,1251,1536,311,451,480,39,40
4885000,0.0610465,0.486224,0.537037,0.0875,7,3.25151,16.7128,0,0,3976,74,1288,1403,275,427,450,33,26
4890000,0.0674847,0.509452,0.492958,0.021978,2,3.28912,16.723,0,0,4192,103,1218,1562,322,437,481,33,36
4895000,0.0611536,0.497793,0.569444,0.0288462,3,3.29689,16.7168,0,0,4153,84,1364,1477,262,471,422,40,33
4900000,0.0661157,0.508031,0.547945,0.025974,2,3.22346,16.7399,0,0,4117,106,1247,1511,273,438,470,39,33
4905000,0.0736377,0.49184,0.474359,0.0309278,3,3.19409,16.7921,0,0,4060,71,1270,1476,314,410,440,38,41
4910000,0.0678092,0.503809,0.619718,0.0416667,4,3.20449,16.8061,0,0,4142,75,1258,1522,295,453,464,46,29
4915000,0.0731707,0.5,0.493506,0.0540541,6,3.22877,16.837,0,0,4227,83,1288,1530,309,460,478,41,38
4920000,0.0575126,0.49803,0.507042,0.0666667,6,3.16163,16.7844,0,0,4133,89,1329,1479,262,453,448,38,35
4925000,0.0663408,0.479291,0.52381,0.0263158,2,3.1359,16.7695,0,0,3900,73,1315,1362,260,406,422,32,30
4930000,0.071066,0.493464,0.491803,0.0549451,5,3.17689,16.7593,0,0,4042,89,1273,1455,287,421,454,32,31
4935000,0.0529328,0.489158,0.523077,0,0,3.24162,16.8488,0,0,4027,100,1344,1421,280,418,402,33,29
4940000,0.0552727,0.49478,0.388889,0.0102041,1,3.31988,16.8161,0,0,4186,86,1318,1504,292,446,469,28,43
4945000,0.0751043,0.492265,0.441176,0.040404,4,3.30528,16.7764,0,0,4075,94,1297,1468,289,410,449,32,36
4950000,0.0602498,0.496077,0.626866,0.0515464,5,3.24838,16.722,0,0,4018,118,1271,1428,284,414,433,44,26
4955000,0.0656342,0.504753,0.41791,0.0294118,3,3.22835,16.7321,0,0,4169,75,1263,1505,295,487,475,29,40
4960000,0.0715851,0.506036,0.462687,0.021978,2,3.16819,16.705,0,0,4037,98,1260,1445,270,467,429,31,37
4965000,0.0615616,0.494253,0.46875,0.0465116,4,3.21759,16.6523,0,0,3980,64,1259,1432,264,437,459,32,33
4970000,0.0621908,0.481835,0.589286,0.0425532,4,3.24181,16.6477,0,0,3937,85,1330,1352,267,432,415,34,22
4975000,0.073487,0.492958,0.46875,0.028169,2,3.24666,16.6786,0,0,4038,90,1286,1471,294,397,437,30,33
4980000,0.0708365,0.503595,0.507937,0.0631579,6,3.29227,16.737,0,0,4099,90,1240,1491,283,450,479,34,32
4985000,0.0725462,0.492396,0.583333,0.0217391,2,3.28344,16.7095,0,0,4082,92,1290,1456,292,428,454,40,30
4990000,0.0491924,0.495558,0.369863,0.0340909,3,3.25455,16.6378,0,0,4125,92,1315,1450,267,464,461,28,48
4995000,0.085693,0.514558,0.5,0.00980392,1,3.14097,16.6146,0,0,4157,87,1219,1540,310,476,456,34,35
5000000,0.0604587,0.487682,0.5,0.0123457,1,3.13486,16.5551,0,0,4019,69,1337,1405,265,464,433,23,23
5005000,0.0628196,0.493609,0.454545,0.043956,4,3.15783,16.4954,0,0,3979,90,1275,1393,271,446,436,31,37
5010000,0.0723341,0.498364,0.5,0.0186916,2,3.16787,16.5173,0,0,4027,87,1234,1430,293,462,464,29,28
5015000,0.0482196,0.496415,0.424242,0.0714286,6,3.15934,16.5244,0,0,4117,104,1313,1477,250,429,477,31,36
5020000,0.068388,0.490349,0.548387,0,0,3.19937,16.4769,0,0,4148,94,1329,1473,273,439,482,32,26
5025000,0.0599415,0.503979,0.618182,0.0106383,1,3.17758,16.5187,0,0,4201,85,1289,1509,294,495,474,33,22
5030000,0.0679191,0.500605,0.360656,0.0659341,6,3.19276,16.6305,0,0,4197,83,1303,1514,312,470,449,23,43
5035000,0.0703812,0.502255,0.483333,0.0285714,2,3.18159,16.6264,0,0,4053,97,1279,1479,288,429,421,30,30
5040000,0.0661218,0.50025,0.614035,0.0298507,2,3.17126,16.607,0,0,4064,93,1260,1499,293,414,448,34,23
5045000,0.0582524,0.500124,0.508475,0.045977,4,3.14275,16.628,0,0,4091,88,1270,1505,307,422,437,32,30
5050000,0.0709812,0.503707,0.548387,0.0325203,4,3.1475,16.6098,0,0,4244,89,1343,1525,257,492,475,33,30
5055000,0.0568536,0.501277,0.560976,0.0434783,4,3.18255,16.5876,0,0,3999,94,1248,1424,255,446,452,48,32
5060000,0.0686633,0.49455,0.409836,0.0208333,2,3.12762,16.5637,0,0,4004,82,1267,1418,278,448,451,27,33
5065000,0.0683761,0.494077,0.514706,0.0384615,4,3.24951,16.5495,0,0,4120,80,1313,1490,298,431,439,37,32
5070000,0.0632818,0.498018,0.52,0.0679612,7,3.28505,16.6545,0,0,4087,91,1278,1467,290,449,458,28,26
5075000,0.0694051,0.493388,0.5,0.0176991,2,3.21129,16.6452,0,0,3985,94,1289,1391,292,455,406,28,30
5080000,0.0572289,0.498606,0.557377,0.0512821,4,3.05141,16.6064,0,0,4007,98,1252,1481,252,387,473,35,29
5085000,0.0560182,0.493404,0.52381,0.0875,7,3.08139,16.5537,0,0,3858,90,1250,1364,230,417,439,36,32
5090000,0.0666667,0.499632,0.459016,0.0337079,3,3.17488,16.4923,0,0,4140,97,1264,1505,301,435,478,28,32
5095000,0.0496503,0.487628,0.466667,0.0357143,3,3.0923,16.4652,0,0,4063,89,1369,1402,256,462,425,28,32
5100000,0.0597786,0.494376,0.328571,0.043956,4,3.14275,16.5507,0,0,3986,81,1285,1422,286,431,407,25,49
5105000,0.0731884,0.504458,0.617021,0.0638298,6,3.05088,16.5612,0,0,4088,99,1279,1485,273,452,449,31,20
5110000,0.0696629,0.513728,0.474576,0,0,3.07506,16.5135,0,0,4210,90,1254,1558,306,484,460,28,30
5115000,0.0596905,0.500506,0.571429,0.0454545,4,3.05597,16.4925,0,0,4020,91,1290,1425,258,465,428,35,28
5120000,0.0628882,0.505436,0.410959,0.0232558,2,3.06827,16.4906,0,0,4028,79,1212,1465,279,456,465,30,42
5125000,0.0761115,0.498446,0.46875,0.0263158,2,3.14297,16.5059,0,0,3924,71,1195,1417,289,438,452,29,33
5130000,0.0756484,0.496923,0.440476,0.0595238,5,3.15562,16.5653,0,0,3984,88,1254,1431,275,420,431,39,46
5135000,0.0515239,0.483625,0.53125,0.0519481,4,3.08821,16.5812,0,0,4002,83,1327,1423,284,398,421,34,32
5140000,0.0538348,0.493002,0.542373,0.0319149,3,3.15497,16.5757,0,0,3917,99,1289,1382,237,424,430,29,27
5145000,0.0759857,0.498871,0.532258,0.0447761,3,3.12531,16.4446,0,0,4046,93,1263,1458,276,436,458,34,28
5150000,0.0644428,0.506418,0.514286,0.0217391,2,3.10666,16.3722,0,0,4041,107,1224,1460,274,442,463,37,34
5155000,0.0620891,0.501869,0.578125,0.0449438,4,3.02744,16.358,0,0,4081,109,1296,1445,241,463,463,35,29
5160000,0.0628272,0.501427,0.492308,0.0882353,9,2.92813,16.3741,0,0,3924,74,1253,1407,241,451,426,36,36
5165000,0.0612972,0.496093,0.526316,0.0227273,2,2.84763,16.3945,0,0,4023,83,1325,1420,230,463,443,31,28
5170000,0.068787,0.500131,0.446809,0.0363636,4,2.86297,16.3897,0,0,3875,76,1253,1424,248,414,411,21,28
5175000,0.0678322,0.494388,0.432432,0.029703,3,2.8406,16.4341,0,0,4084,80,1323,1457,241,449,462,30,42
5180000,0.064121,0.483516,0.477612,0.028169,2,2.85959,16.4268,0,0,3796,88,1285,1316,236,398,406,33,34
5185000,0.0609137,0.49622,0.571429,0.0258621,3,2.82003,16.4616,0,0,4023,78,1300,1433,237,458,458,34,25
5190000,0.0678222,0.505658,0.59375,0.0337079,3,2.94257,16.3998,0,0,4040,91,1250,1451,237,467,478,40,26
5195000,0.0580456,0.498479,0.55,0.0594059,6,2.93711,16.3676,0,0,4007,99,1283,1449,248,419,445,35,29
5200000,0.0648078,0.501253,0.546875,0.0549451,5,2.9803,16.3723,0,0,4061,74,1251,1499,250,429,490,36,32
5205000,0.0655052,0.501474,0.446429,0.03125,3,2.95248,16.3491,0,0,4125,99,1342,1470,253,471,434,26,30
5210000,0.0621302,0.499627,0.545455,0.0454545,4,3.05725,16.3768,0,0,4087,77,1271,1466,265,467,473,37,31
5215000,0.0584551,0.482184,0.542373,0.0444444,4,3.13993,16.419,0,0,3959,66,1348,1367,251,448,420,32,27
5220000,0.0680735,0.481827,0.460317,0.0379747,3,3.15188,16.3679,0,0,4023,89,1352,1398,275,420,426,30,33
5225000,0.06201,0.490416,0.594595,0.0531915,5,3.19976,16.3341,0,0,4095,131,1313,1436,249,409,486,41,30
5230000,0.0751658,0.492491,0.612245,0.0238095,2,3.20276,16.2851,0,0,3911,65,1243,1427,289,411,428,30,18
5235000,0.0659341,0.508577,0.4625,0.025,2,3.1353,16.3149,0,0,4043,98,1203,1479,266,440,479,35,43
5240000,0.0839054,0.507826,0.648148,0.0454545,4,3.08674,16.26,0,0,4081,90,1178,1532,308,423,494,35,21
5245000,0.0550314,0.504259,0.56,0.0375,3,3.01032,16.2279,0,0,4068,89,1240,1481,259,442,481,43,33
5250000,0.0605187,0.49071,0.421053,0.032967,3,3.0871,16.2452,0,0,3984,95,1288,1398,266,435,445,23,34
5255000,0.0566038,0.484996,0.5,0.0337079,3,3.09091,16.2141,0,0,3960,89,1345,1389,251,415,409,32,30
5260000,0.074422,0.499624,0.510638,0.0384615,3,3.11026,16.2198,0,0,4027,89,1269,1445,288,453,435,24,24
5265000,0.0628834,0.506364,0.528736,0.0384615,4,3.07692,16.2647,0,0,4095,85,1228,1471,291,471,461,48,40
5270000,0.0581315,0.488557,0.390625,0.0208333,2,3.13128,16.2623,0,0,4083,110,1367,1374,269,478,422,26,37
5275000,0.0827639,0.50447,0.612245,0.0617284,5,3.20737,16.1907,0,0,3964,95,1177,1466,275,411,486,31,23
5280000,0.0625,0.505413,0.397059,0.0568182,5,3.2058,16.2087,0,0,4135,96,1281,1498,300,459,431,31,39
5285000,0.0631424,0.498383,0.561404,0.0232558,2,3.19485,16.1787,0,0,4075,95,1297,1486,263,422,455,33,24
5290000,0.0769795,0.499254,0.44898,0.032967,3,3.24232,16.1683,0,0,4069,82,1242,1468,308,456,462,22,29
5295000,0.0583776,0.491525,0.672727,0.0246914,2,3.17892,16.119,0,0,3890,92,1268,1337,248,457,435,35,18
5300000,0.0664122,0.505086,0.573529,0.0340909,3,3.05101,16.1275,0,0,3999,98,1237,1456,240,432,470,39,27
5305000,0.078869,0.498618,0.5,0.0263158,2,3.04752,16.1272,0,0,4040,102,1233,1461,287,419,474,32,32
5310000,0.0635882,0.496697,0.602941,0.0227273,2,3.07271,16.04,0,0,4002,99,1249,1418,267,439,464,38,28
5315000,0.0650289,0.50218,0.538462,0.0380952,4,3.16698,16.0835,0,0,4192,105,1292,1493,280,474,486,33,29
5320000,0.0621345,0.494882,0.4625,0.0697674,6,3.21368,16.0681,0,0,3992,76,1286,1413,260,444,432,39,42
5325000,0.0591673,0.502107,0.492308,0.047619,4,3.2197,16.0646,0,0,4101,120,1297,1448,264,461,449,28,34
5330000,0.0690964,0.506907,0.644068,0.019802,2,3.16018,16.0564,0,0,4114,98,1246,1491,271,466,483,37,22
5335000,0.0705521,0.506474,0.512821,0.0319149,3,3.09057,16.0634,0,0,4019,86,1227,1446,278,466,439,39,38
5340000,0.0757238,0.507207,0.433333,0.0449438,4,3.0328,16.0433,0,0,4085,90,1234,1473,297,477,451,27,36
5345000,0.0571641,0.494052,0.542373,0.0326087,3,2.98155,16.0172,0,0,4011,111,1280,1407,254,433,467,33,26
5350000,0.074422,0.501635,0.479452,0.0531915,5,2.98,16.0353,0,0,4050,88,1262,1444,271,462,446,36,41
5355000,0.0731707,0.490013,0.542857,0.0416667,3,2.93517,15.9896,0,0,4026,93,1287,1450,265,396,466,37,32
5360000,0.0760709,0.500125,0.571429,0.0465116,4,2.93927,15.9516,0,0,4067,92,1242,1461,281,456,482,30,23
5365000,0.0685131,0.494731,0.529412,0.021978,2,2.91816,15.9096,0,0,3959,92,1270,1415,257,419,440,36,30
5370000,0.0751445,0.492716,0.484375,0.0547945,4,2.96215,15.9581,0,0,3910,80,1262,1383,267,430,421,33,34
5375000,0.0675974,0.498868,0.5,0.05,5,2.90804,15.9591,0,0,4056,98,1267,1438,270,451,456,39,37
5380000,0.0798226,0.501283,0.5,0.0291262,3,2.97641,15.9135,0,0,3943,91,1213,1431,285,430,442,26,25
5385000,0.0592384,0.490618,0.472222,0.0348837,3,3.02457,15.9364,0,0,4070,114,1346,1413,271,436,422,32,36
5390000,0.0774487,0.490112,0.464286,0.0119048,1,3.05927,15.9687,0,0,3796,73,1197,1332,242,427,469,25,31
5395000,0.0701887,0.488776,0.37931,0.0384615,3,3.09134,15.9903,0,0,3799,93,1235,1321,238,416,439,20,37
5400000,0.0646667,0.487405,0.564516,0.0172414,2,3.14463,16.0007,0,0,4266,95,1409,1483,301,470,444,35,29
5405000,0.0744452,0.490514,0.34375,0.0277778,3,3.13068,15.9651,0,0,4071,87,1298,1447,311,434,431,21,42
5410000,0.0584219,0.486222,0.59375,0.0408163,4,3.12331,15.9549,0,0,3836,98,1260,1331,251,405,426,39,26
5415000,0.0859799,0.50647,0.432432,0.0666667,6,3.01045,15.9104,0,0,4020,79,1168,1496,303,423,473,32,46
5420000,0.052822,0.490003,0.358209,0.030303,3,3.06125,15.9166,0,0,4016,105,1322,1392,257,437,438,26,39
5425000,0.0595875,0.485957,0.530612,0.0140845,1,3.08687,15.9239,0,0,3822,83,1223,1352,266,398,451,25,24
5430000,0.0597907,0.496514,0.5,0.0377358,4,3.01578,16.0537,0,0,3930,87,1259,1406,235,434,457,26,26
5435000,0.0669993,0.49337,0.52381,0.0428571,3,2.95937,16.1017,0,0,4061,85,1317,1453,271,435,438,32,30
5440000,0.0539104,0.490624,0.651515,0.012987,1,3.06092,16.0885,0,0,3956,91,1261,1414,250,404,472,42,22
5445000,0.073487,0.498619,0.477612,0.03125,3,3.11333,16.0605,0,0,4050,104,1267,1419,262,461,470,33,34
5450000,0.0753647,0.509063,0.6,0.0384615,4,3.11083,16.0092,0,0,4024,66,1157,1506,317,452,475,30,21
5455000,0.0775134,0.512321,0.527778,0.0405405,3,3.1797,16.1255,0,0,4129,90,1190,1537,301,449,488,40,34
5460000,0.0762777,0.504374,0.445946,0.0103093,1,3.17677,16.1542,0,0,4073,82,1212,1473,280,462,494,32,38
5465000,0.0668073,0.498041,0.493151,0.0210526,2,3.16458,16.0606,0,0,4156,101,1315,1462,290,471,445,36,36
5470000,0.0621345,0.493313,0.509434,0.0232558,2,3.16434,16.0941,0,0,4016,72,1296,1430,275,452,436,27,28
5475000,0.0584166,0.503947,0.515152,0.0531915,5,3.10238,16.1334,0,0,4122,109,1253,1460,297,475,461,33,34
5480000,0.0734754,0.507306,0.506849,0.0454545,4,3.12778,16.1242,0,0,4179,93,1254,1517,291,474,476,36,38
5485000,0.0696692,0.492447,0.363636,0.0449438,4,3.13172,16.0978,0,0,4039,105,1304,1420,281,433,430,23,43
5490000,0.066715,0.499134,0.514706,0,0,3.20419,16.0948,0,0,4104,95,1299,1458,284,462,440,35,31
5495000,0.0658499,0.505696,0.433333,0.0206186,2,3.1689,16.0603,0,0,4097,82,1232,1471,285,487,481,25,34
5500000,0.0698027,0.501634,0.596774,0.02,2,3.16989,16.0414,0,0,4038,91,1235,1449,293,452,456,39,23
5505000,0.0605381,0.495546,0.444444,0.0240964,2,3.20779,16.0216,0,0,3980,99,1267,1418,258,432,453,23,30
5510000,0.0666184,0.502713,0.490909,0.0128205,1,3.25073,16.1074,0,0,4108,89,1273,1470,277,477,466,27,29
5515000,0.0686499,0.498094,0.454545,0.0105263,1,3.25975,16.0738,0,0,4000,90,1232,1431,294,438,454,30,31
5520000,0.0706169,0.507424,0.546875,0.0471698,5,3.29877,16.0541,0,0,3973,91,1164,1433,314,461,445,35,30
5525000,0.0720721,0.504395,0.47561,0.0425532,4,3.29553,16.0124,0,0,4179,101,1239,1505,316,460,475,39,44
5530000,0.0722521,0.5146,0.454545,0.0340909,3,3.32925,15.9024,0,0,4243,99,1214,1575,324,473,489,31,38
5535000,0.0629811,0.482887,0.480769,0.0344828,3,3.35718,15.9182,0,0,4082,77,1334,1416,277,453,472,26,27
5540000,0.0588235,0.497676,0.541667,0.047619,5,3.36239,15.946,0,0,4164,93,1243,1475,310,468,507,42,26
5545000,0.0640288,0.493944,0.359375,0.0227273,2,3.33095,15.9022,0,0,4191,87,1311,1502,324,449,455,23,40
5550000,0.0591398,0.504363,0.522388,0.0588235,5,3.2413,15.9718,0,0,4082,71,1234,1450,269,502,486,36,34
5555000,0.0584462,0.492857,0.465517,0.0471698,5,3.23889,15.9653,0,0,4119,92,1329,1435,291,472,439,30,31
5560000,0.0743931,0.503364,0.5,0.05,4,3.24974,15.9683,0,0,3916,97,1190,1435,281,412,448,29,24
5565000,0.0778947,0.493217,0.534247,0.0666667,6,3.26226,15.9548,0,0,4202,90,1308,1484,331,458,452,41,38
5570000,0.0621642,0.495553,0.630435,0.0309278,3,3.28726,15.8919,0,0,3979,87,1234,1441,285,422,464,29,17
5575000,0.0770416,0.512967,0.438596,0.0412371,4,3.30643,15.9667,0,0,4262,90,1207,1604,314,463,526,25,33
5580000,0.0713765,0.498656,0.521127,0.0186916,2,3.31948,15.8676,0,0,4163,111,1275,1468,301,462,477,36,33
5585000,0.0670904,0.489729,0.6,0.049505,5,3.31656,15.9573,0,0,4053,81,1303,1396,298,479,432,35,29
5590000,0.0664675,0.498623,0.383333,0.0571429,6,3.31937,15.9416,0,0,4058,119,1267,1426,311,445,429,26,35
5595000,0.0727014,0.491984,0.532258,0.0121951,1,3.32148,15.956,0,0,4050,99,1292,1420,291,445,445,31,27
5600000,0.0733813,0.500732,0.438356,0.0416667,4,3.32303,15.7781,0,0,4173,103,1280,1471,297,478,469,34,41
5605000,0.0793288,0.505574,0.507692,0.0108696,1,3.38792,15.8346,0,0,4189,110,1196,1522,355,455,487,31,33
5610000,0.0703013,0.498918,0.58,0.0206186,2,3.3913,15.8235,0,0,4209,83,1311,1494,314,500,459,28,20
5615000,0.0650344,0.499505,0.486111,0.0421053,4,3.4147,15.8335,0,0,4109,96,1241,1452,297,467,482,37,37
5620000,0.0688623,0.5,0.547945,0,0,3.39896,15.7863,0,0,4226,78,1270,1522,350,479,459,38,30
5625000,0.0744289,0.498605,0.559322,0.0537634,5,3.40689,15.8362,0,0,4006,101,1241,1425,289,443,451,32,24
5630000,0.0614606,0.49304,0.526316,0.0645161,6,3.44455,15.8592,0,0,4175,100,1299,1446,328,472,451,42,37
5635000,0.0829726,0.496545,0.453125,0.0416667,4,3.46087,15.8279,0,0,4114,88,1236,1473,364,451,436,27,39
5640000,0.0691685,0.494687,0.428571,0.0192308,2,3.37816,15.8402,0,0,4112,92,1264,1436,325,471,453,30,41
5645000,0.083273,0.4946,0.461538,0.0641026,5,3.33028,15.7687,0,0,4142,95,1255,1482,320,442,483,28,37
5650000,0.0750188,0.494694,0.491803,0.0215054,2,3.36663,15.7826,0,0,4015,87,1223,1412,324,457,452,28,32
5655000,0.0647321,0.494618,0.463768,0.0232558,2,3.41402,15.8216,0,0,4065,104,1263,1403,294,469,463,32,37
5660000,0.0691489,0.500746,0.462687,0.032967,3,3.41565,15.7455,0,0,4090,91,1210,1465,316,458,482,33,35
5665000,0.0693512,0.495375,0.457627,0.025974,2,3.3737,15.715,0,0,3947,87,1252,1404,290,435,421,28,30
5670000,0.0572687,0.491945,0.5,0.0344828,3,3.4139,15.6722,0,0,4100,97,1304,1398,285,492,462,31,31
5675000,0.0691025,0.507509,0.475,0.00952381,1,3.42606,15.6303,0,0,4274,95,1193,1551,339,482,536,38,40
5680000,0.0718702,0.497384,0.491228,0.0117647,1,3.50775,15.5891,0,0,4067,85,1217,1440,332,472,468,24,29
5685000,0.0671875,0.50392,0.514706,0.0204082,2,3.44675,15.6472,0,0,4150,102,1214,1504,314,451,498,37,30
5690000,0.0722348,0.50377,0.451613,0.047619,4,3.40734,15.6653,0,0,4171,94,1227,1476,330,499,480,31,34
5695000,0.0713202,0.496817,0.453333,0.0545455,6,3.32967,15.5825,0,0,4007,90,1224,1405,314,456,439,37,42
5700000,0.0699856,0.493761,0.5,0.0333333,3,3.36803,15.6358,0,0,4160,99,1285,1443,314,475,471,37,36
5705000,0.070073,0.487001,0.485294,0.0240964,2,3.37209,15.6558,0,0,3948,106,1263,1334,302,450,428,34,31
5710000,0.0747801,0.495744,0.565217,0.0431034,5,3.42829,15.7555,0,0,4065,103,1263,1396,309,483,443,38,30
5715000,0.0543396,0.492645,0.411765,0.0470588,4,3.41789,15.8032,0,0,4080,85,1266,1444,292,448,476,30,39
5720000,0.0714286,0.503725,0.52,0.0131579,1,3.41795,15.753,0,0,4235,109,1250,1529,341,456,476,40,34
5725000,0.0773639,0.493378,0.444444,0.0227273,2,3.44093,15.7937,0,0,4207,111,1277,1503,338,437,490,22,29
5730000,0.0649452,0.497633,0.538462,0.0206186,2,3.51962,15.7533,0,0,4078,102,1215,1444,325,451,477,35,29
5735000,0.0758725,0.500246,0.545455,0.0319149,3,3.48164,15.6841,0,0,4140,89,1219,1494,331,450,479,42,36
5740000,0.0621601,0.50038,0.516667,0.03125,3,3.52235,15.7421,0,0,4005,100,1219,1402,293,472,461,31,27
5745000,0.0641312,0.49602,0.5,0.0285714,3,3.48913,15.8195,0,0,4095,87,1263,1441,302,468,462,37,35
5750000,0.0595065,0.487512,0.507692,0.038961,3,3.44136,15.7352,0,0,4067,100,1297,1424,300,430,453,33,30
5755000,0.0823782,0.503952,0.47619,0.0412371,4,3.46399,15.8061,0,0,4235,101,1267,1508,347,495,453,28,36
5760000,0.0737397,0.504395,0.5,0.0679612,7,3.46524,15.8734,0,0,4172,90,1231,1525,332,449,471,37,37
5765000,0.0745247,0.501119,0.590164,0.0322581,3,3.48213,15.8291,0,0,4084,100,1220,1437,316,478,471,37,25
5770000,0.0585652,0.489524,0.472973,0.0347826,4,3.54187,15.8611,0,0,4132,88,1319,1444,314,453,442,36,36
5775000,0.0683696,0.503811,0.514706,0.0425532,4,3.54774,15.8049,0,0,4137,93,1251,1499,315,460,453,31,35
5780000,0.0682335,0.497812,0.634921,0.0102041,1,3.55388,15.7399,0,0,4176,107,1247,1479,345,464,473,38,23
5785000,0.0700074,0.487902,0.430556,0.0283019,3,3.50392,15.7733,0,0,4080,93,1268,1410,327,453,457,32,40
5790000,0.0624535,0.491148,0.547945,0.00990099,1,3.41342,15.8152,0,0,4025,94,1268,1387,282,460,463,38,33
5795000,0.0733945,0.503821,0.482353,0.045977,4,3.35104,15.8134,0,0,4142,109,1208,1465,319,469,488,41,43
5800000,0.0739893,0.503669,0.56338,0.04,4,3.39355,15.8198,0,0,4157,97,1208,1493,316,467,503,40,33
5805000,0.0749064,0.498356,0.449275,0.0609756,5,3.36614,15.8419,0,0,4023,93,1237,1431,285,446,462,30,39
5810000,0.0619985,0.491707,0.447761,0.0434783,4,3.39155,15.8093,0,0,4168,91,1297,1461,298,467,489,30,35
5815000,0.07393,0.49653,0.557143,0.0641026,5,3.40929,15.8241,0,0,3963,89,1188,1417,306,426,464,40,33
5820000,0.0738552,0.498663,0.392857,0.0208333,2,3.33046,15.9588,0,0,4170,105,1254,1502,314,447,495,20,33
5825000,0.0661337,0.499141,0.47541,0.0212766,2,3.35446,15.8984,0,0,4133,88,1291,1469,295,478,454,27,31
5830000,0.0702268,0.495745,0.54717,0.0618557,6,3.33261,15.8204,0,0,4170,97,1257,1483,331,460,487,29,26
5835000,0.0663717,0.498663,0.381818,0.04,4,3.40307,15.7397,0,0,4168,83,1268,1498,311,467,482,24,35
5840000,0.0676183,0.493068,0.513514,0.0543478,5,3.33778,15.6966,0,0,4044,92,1248,1418,288,446,476,39,37
5845000,0.0625449,0.496548,0.552239,0.0430108,4,3.28333,15.7487,0,0,4126,92,1301,1460,286,465,455,36,31
5850000,0.0757801,0.498251,0.513889,0.0487805,4,3.28428,15.7032,0,0,4070,106,1228,1410,311,475,465,40,35
5855000,0.0687943,0.483471,0.518519,0.0520833,5,3.26451,15.665,0,0,3928,75,1308,1327,284,469,408,28,29
5860000,0.0730798,0.497243,0.441558,0.060241,5,3.24736,15.6586,0,0,4071,108,1233,1415,327,464,446,36,42
5865000,0.0699043,0.498779,0.639344,0.0283019,3,3.29108,15.6805,0,0,4157,86,1269,1454,305,503,479,37,24
5870000,0.0715935,0.504838,0.464286,0.0319149,3,3.2826,15.7103,0,0,4087,109,1222,1484,300,439,479,28,26
5875000,0.0674663,0.500373,0.452055,0.0574713,5,3.22561,15.6002,0,0,4100,97,1269,1426,299,490,444,36,39
5880000,0.0799069,0.497672,0.414286,0.0416667,4,3.20924,15.6265,0,0,3938,86,1179,1421,310,417,453,32,40
5885000,0.0618182,0.491133,0.438596,0.040404,4,3.19607,15.6673,0,0,4121,96,1306,1413,269,486,493,27,31
5890000,0.0686633,0.496002,0.614286,0.043956,4,3.10865,15.7112,0,0,4197,77,1288,1486,306,485,486,42,27
5895000,0.0737705,0.499134,0.54717,0,0,3.13653,15.7064,0,0,4087,93,1235,1466,316,459,473,25,20
5900000,0.0630312,0.491328,0.565217,0.0375,3,3.13544,15.6309,0,0,4105,99,1324,1418,274,467,455,37,31
5905000,0.0757143,0.489838,0.526316,0.0470588,4,3.11032,15.616,0,0,3943,101,1297,1338,273,464,413,28,29
5910000,0.0450382,0.485167,0.531915,0.0108696,1,3.13496,15.7117,0,0,3853,99,1290,1298,236,448,438,25,19
5915000,0.0807273,0.502563,0.526316,0.036036,4,3.14801,15.8236,0,0,4155,98,1240,1479,300,482,497,29,30
5920000,0.0752608,0.499747,0.4375,0.0105263,1,3.11252,15.8491,0,0,4017,89,1250,1446,263,442,467,26,34
5925000,0.0753623,0.494004,0.463768,0.021978,2,3.14436,15.9164,0,0,3983,87,1245,1402,277,445,460,31,36
5930000,0.0685631,0.497871,0.459459,0.05,5,3.22591,15.9828,0,0,4068,79,1264,1431,292,479,448,36,39
5935000,0.0625477,0.498089,0.515625,0.00934579,1,3.20873,16.0238,0,0,3986,94,1260,1407,274,455,439,31,26
5940000,0.0616288,0.494889,0.45,0.010989,1,3.23753,16.1439,0,0,4071,83,1296,1437,276,465,455,27,32
5945000,0.0751773,0.501098,0.456522,0.03125,3,3.2252,16.1598,0,0,4143,111,1284,1444,302,498,456,23,25
5950000,0.0559647,0.496646,0.534247,0.0416667,4,3.19571,16.1232,0,0,4098,101,1281,1424,285,472,459,41,35
5955000,0.0703183,0.512373,0.492958,0.0344828,4,3.20105,16.1154,0,0,4193,113,1251,1521,285,477,477,36,33
5960000,0.0647273,0.495334,0.452055,0.0531915,5,3.15385,16.1481,0,0,4147,82,1287,1473,289,462,483,35,36
