day,osr,asr,psr,meanSur,numOff,femalePC,malePC,preference,ornaments,popSize,mateMale,mateFemale,careMale,careFemale,recoMale,recoFemale,juvMale,juvFemale
1130000,0.317195,0.493878,0.510204,0.0107527,2,4.8457,6.9879,0,0,3720,155,382,762,579,893,899,25,25
1135000,0.337037,0.502279,0.490566,0.0229885,4,4.80449,6.84861,0,0,3785,201,382,808,581,865,893,27,28
1140000,0.327138,0.49514,0.595238,0.0159574,3,4.71734,6.88776,0,0,3644,178,360,744,534,859,925,26,18
1145000,0.341131,0.505924,0.487805,0.00552486,1,4.92777,6.93977,0,0,3669,195,334,775,586,866,874,19,20
1150000,0.278937,0.494579,0.552632,0.00534759,1,4.89411,6.9857,0,0,3636,176,409,769,538,835,872,21,16
1155000,0.296154,0.505138,0.6,0.0176471,3,4.93685,7.02863,0,0,3737,164,382,817,576,884,871,25,18
1160000,0.291892,0.496065,0.622222,0.038674,7,4.89994,6.98864,0,0,3608,165,403,710,527,894,862,24,23
1165000,0.273322,0.496847,0.6,0,0,4.73494,7.30711,0,0,3686,163,456,830,542,818,838,24,15
1170000,0.278878,0.497764,0.542373,0.0233645,5,4.94092,7.20583,0,0,3639,175,417,739,506,869,871,34,28
1175000,0.316327,0.507278,0.365854,0.011976,2,4.86025,7.18488,0,0,3678,185,405,787,534,873,853,14,27
1180000,0.296667,0.501282,0.478261,0.0189873,3,4.77756,7.41001,0,0,3556,169,405,750,480,841,866,22,23
1185000,0.314189,0.508484,0.425,0,0,4.74414,7.24648,0,0,3627,169,380,765,500,892,884,15,22
1190000,0.272315,0.479394,0.584906,0.0188679,3,5.04258,7.23583,0,0,3617,168,476,730,547,810,833,30,23
1195000,0.321555,0.495657,0.454545,0,0,5.26961,7.25382,0,0,3735,182,383,699,539,943,937,23,29
1200000,0.367906,0.506085,0.588235,0.0263158,5,5.24443,7.05895,0,0,3817,203,327,780,561,929,979,21,17
1205000,0.439252,0.512938,0.473684,0.0097561,2,5.19722,6.94342,0,0,3747,190,273,743,574,971,962,18,16
1210000,0.343206,0.494466,0.529412,0.0136364,3,5.07162,6.72366,0,0,3644,188,358,601,486,996,979,19,17
1215000,0.369048,0.494215,0.578947,0,0,5.22835,6.629,0,0,3407,168,312,566,502,933,889,21,16
1220000,0.306338,0.48845,0.5,0.0179641,3,5.21757,7.02451,0,0,3631,174,412,659,524,922,905,19,16
1225000,0.367387,0.497914,0.390244,0.0103093,2,5.20105,6.87569,0,0,3636,203,334,644,492,942,979,18,24
1230000,0.329247,0.492338,0.444444,0.00515464,1,4.94064,6.99034,0,0,3622,189,380,662,494,915,945,17,20
1235000,0.352518,0.508565,0.52381,0.0144928,3,4.77309,7.0957,0,0,3605,204,377,690,432,916,941,23,22
1240000,0.318868,0.5,0.433333,0.0111732,2,4.87966,7.09951,0,0,3457,173,370,643,451,895,893,14,18
1245000,0.319797,0.499122,0.456522,0.00561798,1,4.86197,7.09645,0,0,3463,211,407,621,429,873,876,21,25
1250000,0.347826,0.5,0.320755,0.021978,4,5.04531,7.12751,0,0,3443,165,336,648,474,880,884,19,37
1255000,0.312871,0.499556,0.463415,0.00625,1,4.74459,7.15097,0,0,3418,169,389,637,418,880,885,19,21
1260000,0.322266,0.503126,0.377778,0.0174419,3,4.69115,7.18072,0,0,3403,194,381,625,398,869,891,19,26
1265000,0.272131,0.494512,0.54902,0.0121212,2,4.68697,7.60804,0,0,3332,144,431,669,401,808,826,29,24
1270000,0.277941,0.497685,0.421053,0.0126582,2,5.10493,7.95757,0,0,3488,170,470,712,446,835,815,17,23
1275000,0.264463,0.505679,0.519231,0.00598802,1,5.11285,8.06637,0,0,3571,168,442,750,446,863,851,26,25
1280000,0.274295,0.50268,0.5,0.0106952,2,5.02675,7.97722,0,0,3775,190,489,760,477,926,889,22,22
1285000,0.215859,0.493841,0.5,0.0212766,3,4.8371,8.31649,0,0,3542,189,571,729,427,805,769,27,25
1290000,0.291351,0.501668,0.457143,0.0282486,5,4.96453,8.11383,0,0,3637,180,450,789,472,835,871,19,21
1295000,0.276033,0.504182,0.405405,0.00606061,1,5.05317,8.05031,0,0,3498,181,438,745,406,821,870,14,23
1300000,0.257919,0.493258,0.557692,0.011236,2,5.04761,7.85691,0,0,3613,175,475,708,457,872,873,30,23
1305000,0.298305,0.498054,0.529412,0.0127389,2,4.88023,7.6418,0,0,3632,206,421,708,449,878,935,19,16
1310000,0.348921,0.503799,0.516129,0.00943396,2,4.88506,7.38043,0,0,3454,188,388,610,410,925,901,17,15
1315000,0.278539,0.49593,0.545455,0.00595238,1,4.75294,7.92416,0,0,3481,172,476,677,387,857,870,23,19
1320000,0.291598,0.500855,0.375,0.0117647,2,5.1077,8.14378,0,0,3547,176,423,724,449,857,877,17,24
1325000,0.309609,0.503808,0.459459,0.010929,2,5.23042,7.88614,0,0,3715,192,414,751,493,911,919,16,19
1330000,0.339713,0.508787,0.619048,0.0220994,4,4.91064,7.9619,0,0,3570,173,397,711,421,909,917,28,14
1335000,0.265957,0.498474,0.547619,0.0167598,3,4.98904,8.11732,0,0,3648,200,489,707,441,892,878,20,21
1340000,0.270492,0.498465,0.581395,0.0165746,3,4.97767,8.08049,0,0,3628,146,464,709,452,932,881,24,20
1345000,0.264151,0.495467,0.607843,0.00694444,1,4.59735,8.17191,0,0,3467,213,528,681,364,799,831,32,19
1350000,0.243902,0.486823,0.490566,0.00625,1,4.96634,8.33229,0,0,3506,173,537,707,399,803,836,24,27
1355000,0.305369,0.500289,0.583333,0.00956938,2,5.0598,8.13219,0,0,3495,197,426,667,425,865,877,22,16
1360000,0.262774,0.491927,0.419355,0.00584795,1,5.05146,8.1867,0,0,3653,173,522,685,443,908,862,25,35
1365000,0.318393,0.507492,0.425,0,0,5.02773,7.93822,0,0,3642,191,404,746,456,892,913,17,23
1370000,0.305785,0.50576,0.479167,0.0143541,3,5.02162,8.00388,0,0,3608,191,409,685,411,923,938,25,26
1375000,0.252525,0.48644,0.435897,0,0,5.00565,8.21977,0,0,3540,199,533,666,415,840,852,15,20
1380000,0.275701,0.496552,0.525,0.0119048,2,5.3537,8.28252,0,0,3667,182,483,752,482,868,861,20,19
1385000,0.290113,0.504857,0.52459,0.0204082,4,5.04528,8.10911,0,0,3666,187,441,713,436,922,906,33,28
1390000,0.315966,0.506017,0.595238,0.00552486,1,4.84631,8.19275,0,0,3533,180,410,698,397,889,917,25,17
1395000,0.233704,0.494611,0.5,0.0175439,3,4.69751,8.39146,0,0,3372,197,516,630,334,825,839,16,15
1400000,0.242816,0.506697,0.368421,0.0291971,4,4.70941,8.81172,0,0,3548,189,517,771,393,818,820,14,26
1405000,0.265842,0.513973,0.6,0.0236686,4,4.61978,9.027,0,0,3519,168,482,818,364,800,842,26,19
1410000,0.195602,0.491516,0.38,0.0239521,4,4.46574,9.55181,0,0,3590,146,653,839,363,754,783,21,31
1415000,0.201365,0.496536,0.509434,0.048,6,4.79645,9.90559,0,0,3665,135,665,926,431,731,723,28,26
1420000,0.214564,0.493429,0.435897,0.0126582,2,4.99321,9.60803,0,0,3536,148,588,841,421,735,763,18,22
1425000,0.206897,0.495302,0.568627,0.0180723,3,4.7032,9.44824,0,0,3777,173,656,926,429,747,795,30,21
1430000,0.237662,0.50014,0.44898,0.00584795,1,4.79846,9.26817,0,0,3632,159,561,833,415,801,818,21,24
1435000,0.241558,0.4953,0.5625,0.0338983,6,5.01796,9.25653,0,0,3563,159,573,782,391,798,809,27,24
1440000,0.223077,0.494426,0.384615,0.0196078,3,4.86593,9.41813,0,0,3640,174,584,821,434,778,798,20,31
1445000,0.204286,0.499591,0.470588,0.0182927,3,4.67722,9.32792,0,0,3696,149,576,842,420,834,838,17,20
1450000,0.230373,0.48925,0.510638,0.0166667,3,5.15483,9.24544,0,0,3675,160,558,755,434,860,859,26,23
1455000,0.262667,0.490374,0.513514,0.00591716,1,5.43173,9.00436,0,0,3669,175,544,816,488,793,818,17,18
1460000,0.245729,0.496281,0.461538,0.0208333,4,5.14764,9.04058,0,0,3820,177,575,793,452,898,869,27,29
1465000,0.279874,0.496941,0.526316,0.0210526,4,5.36947,8.58684,0,0,3800,181,489,759,482,929,920,20,20
1470000,0.265363,0.488404,0.469388,0.0218579,4,5.10552,8.50175,0,0,3715,185,516,701,446,902,914,25,26
1475000,0.253793,0.488079,0.461538,0.00555556,1,5.18031,8.81209,0,0,3688,174,545,685,464,923,859,17,21
1480000,0.272887,0.49503,0.37931,0.00621118,1,5.05495,8.45168,0,0,3549,190,469,661,395,891,917,12,14
1485000,0.271942,0.500954,0.44,0.0163043,3,5.04115,8.66891,0,0,3718,204,500,764,445,870,886,22,27
1490000,0.252149,0.492664,0.521739,0.0308642,5,4.90342,8.68578,0,0,3593,166,528,722,415,857,856,24,25
1495000,0.247906,0.497339,0.447368,0.0289017,5,4.70026,8.5723,0,0,3423,157,485,663,384,861,832,20,21
1500000,0.221323,0.491716,0.547619,0,0,4.60661,8.9105,0,0,3419,152,587,685,356,823,776,23,17
1505000,0.218425,0.500436,0.5,0.025,4,4.52114,9.1602,0,0,3477,158,571,747,350,818,799,16,18
1510000,0.223363,0.498354,0.418605,0.0180723,3,4.42937,9.19533,0,0,3384,155,576,698,330,813,769,17,26
1515000,0.209719,0.493693,0.571429,0.0117647,2,4.91166,9.37514,0,0,3532,165,593,736,397,821,776,24,20
1520000,0.233333,0.502362,0.578947,0.0166667,3,4.79895,9.24395,0,0,3636,151,551,774,397,882,840,24,17
1525000,0.207317,0.492087,0.526316,0.0167598,3,4.66087,9.5181,0,0,3453,153,593,761,363,766,777,19,21
1530000,0.19109,0.502656,0.66,0.00671141,1,4.49614,9.93161,0,0,3626,158,664,841,330,801,784,30,18
1535000,0.182353,0.500837,0.52381,0.0122699,2,4.45673,10.1582,0,0,3628,159,708,870,321,769,760,20,21
1540000,0.186541,0.494708,0.517241,0.025641,4,4.68274,10.3277,0,0,3650,165,694,883,369,727,750,31,31
1545000,0.205619,0.5,0.392157,0.0215827,3,4.68966,10.2255,0,0,3667,150,612,904,390,753,805,20,33
1550000,0.215013,0.504749,0.526316,0.0384615,6,4.66524,10.1495,0,0,3746,186,635,881,397,793,795,32,27
1555000,0.177704,0.482138,0.538462,0.0191083,3,4.41915,10.2249,0,0,3593,150,731,770,352,792,757,22,19
1560000,0.185897,0.511707,0.54717,0.0197368,3,4.50778,10.4875,0,0,3598,171,641,882,324,760,770,28,22
1565000,0.159551,0.489268,0.428571,0.00775194,1,4.24978,10.8408,0,0,3435,129,740,891,315,643,683,15,19
1570000,0.142539,0.505404,0.461538,0.0166667,2,4.09417,11.333,0,0,3568,146,791,984,286,646,665,23,27
1575000,0.138288,0.498619,0.44898,0.00763359,1,3.87895,11.6268,0,0,3668,137,893,1000,269,668,656,21,24
1580000,0.116466,0.496313,0.42,0.0218978,3,3.63555,11.6465,0,0,3578,135,876,1006,282,609,618,22,30
1585000,0.114542,0.494085,0.519231,0.00735294,1,3.64668,11.7278,0,0,3685,136,886,1043,288,620,665,24,23
1590000,0.101891,0.507417,0.44,0.0416667,5,3.71953,11.8166,0,0,3626,127,879,1053,251,633,629,24,30
1595000,0.126556,0.504885,0.452381,0.0165289,2,3.66212,11.7697,0,0,3522,125,842,1015,273,618,608,18,23
1600000,0.115462,0.495415,0.446429,0.037594,5,3.84477,11.8204,0,0,3659,124,894,1060,286,601,635,25,34
1605000,0.101478,0.508451,0.591837,0.00793651,1,3.82396,12.1478,0,0,3715,124,918,1117,275,625,608,29,19
1610000,0.109346,0.499457,0.607843,0.0362319,5,3.69938,12.1319,0,0,3739,146,968,1093,281,603,598,30,20
1615000,0.0880445,0.5,0.509434,0.04,5,3.74862,12.4088,0,0,3628,115,1007,1080,227,591,556,29,23
1620000,0.108614,0.501494,0.461538,0.037594,5,3.69665,12.2643,0,0,3735,115,975,1095,254,634,606,26,30
1625000,0.088632,0.501147,0.54,0.016,2,3.56197,12.5767,0,0,3534,102,951,1091,249,552,540,27,22
1630000,0.103617,0.510466,0.311111,0.0188679,2,3.70168,12.7725,0,0,3627,95,933,1191,248,543,573,14,30
1635000,0.0908281,0.5,0.421053,0,0,3.93473,12.8477,0,0,3723,121,1028,1163,268,552,537,23,31
1640000,0.0936709,0.497378,0.557692,0.0625,6,4.06796,12.7853,0,0,3870,106,1071,1206,280,586,568,28,25
1645000,0.105719,0.502957,0.621622,0.0181818,2,3.61782,12.8603,0,0,3794,98,1020,1217,271,555,561,46,26
1650000,0.110132,0.494711,0.52381,0.026087,3,3.72461,12.5761,0,0,3751,114,1013,1154,283,556,568,33,30
1655000,0.0967742,0.476364,0.5,0.0392157,4,3.68038,12.5816,0,0,3623,109,1061,1078,257,514,553,26,25
1660000,0.107796,0.49705,0.603774,0.0183486,2,3.83712,12.5731,0,0,3610,126,923,1128,309,516,557,30,21
1665000,0.0943953,0.517353,0.491228,0.0169492,2,3.82344,12.7367,0,0,3772,135,946,1211,275,576,572,30,27
1670000,0.105448,0.499869,0.372549,0.00729927,1,3.96712,12.6679,0,0,3863,104,1004,1226,311,576,592,20,30
1675000,0.104569,0.502002,0.571429,0.0322581,4,4.04092,12.905,0,0,3812,107,1012,1214,311,561,544,34,29
1680000,0.116129,0.504264,0.574074,0.025,3,4.09464,12.9427,0,0,3804,102,939,1242,302,545,618,32,24
1685000,0.0916667,0.489102,0.57377,0.03125,4,4.00733,12.9393,0,0,3821,110,1086,1182,281,547,551,36,28
1690000,0.112191,0.497214,0.603448,0.0566038,6,4.05068,12.9266,0,0,3650,113,982,1158,284,510,541,37,25
1695000,0.0931034,0.500135,0.58209,0.0294118,3,4.06258,13.0597,0,0,3771,124,1054,1188,278,541,518,40,28
1700000,0.0900265,0.498671,0.45614,0.0521739,6,4.24123,13.2389,0,0,3822,118,1036,1239,345,519,505,27,33
1705000,0.0918964,0.504787,0.431373,0.018018,2,3.80434,13.2593,0,0,3915,93,1092,1309,278,547,543,23,30
1710000,0.0912281,0.500949,0.508475,0.0291262,3,3.62647,13.3002,0,0,3748,121,1042,1232,265,495,534,31,28
1715000,0.0997485,0.507365,0.509804,0.011236,1,3.57477,13.2282,0,0,3852,100,1054,1270,272,560,546,26,24
1720000,0.0982759,0.50411,0.486111,0.023622,3,3.60556,13.2488,0,0,3846,109,1042,1252,270,543,559,35,36
1725000,0.0943878,0.5035,0.433333,0,0,3.67533,13.5326,0,0,3770,107,1066,1224,249,538,529,25,32
1730000,0.081103,0.480566,0.508475,0.043956,4,3.80071,13.7109,0,0,3663,93,1129,1150,253,489,491,29,29
1735000,0.0900751,0.502729,0.467742,0.038835,4,4.16944,13.6696,0,0,3907,102,1088,1326,316,507,509,25,34
1740000,0.088208,0.519402,0.557377,0.0288462,3,4.20015,13.7005,0,0,3877,114,1010,1324,287,544,537,34,27
1745000,0.0860585,0.504789,0.45283,0.0194175,2,4.17037,13.5658,0,0,3915,115,1073,1305,304,529,537,24,28
1750000,0.0973378,0.496222,0.506494,0.0212766,2,4.53226,13.4462,0,0,4045,92,1086,1319,355,559,561,38,35
1755000,0.0984067,0.503763,0.528302,0.026087,3,4.77157,13.4008,0,0,3905,126,972,1236,372,579,566,29,25
1760000,0.11251,0.490969,0.558824,0.0350877,4,4.70325,13.1705,0,0,4000,131,1032,1209,366,592,602,36,32
1765000,0.122222,0.489475,0.622951,0.0344828,5,4.98454,12.7194,0,0,3817,131,931,1126,382,583,602,39,23
1770000,0.161856,0.501681,0.52459,0.0240964,4,4.82163,12.1041,0,0,3930,146,806,1081,416,713,708,31,29
1775000,0.137081,0.493989,0.461538,0.0516129,8,4.54708,12.1383,0,0,3802,136,866,1009,360,705,671,23,32
1780000,0.142704,0.495849,0.482143,0.0266667,4,4.30771,11.8528,0,0,3669,140,830,942,316,709,677,27,28
1785000,0.117822,0.496535,0.354167,0.042735,5,3.78173,12.4773,0,0,3656,120,868,1017,267,652,679,20,33
1790000,0.127859,0.497951,0.439394,0.0078125,1,3.92562,12.3571,0,0,3724,112,838,1057,335,655,664,27,36
1795000,0.128722,0.501647,0.586957,0.0268456,4,3.81811,12.6235,0,0,3689,116,886,1039,294,672,634,28,20
1800000,0.106443,0.486823,0.378378,0.0243902,3,3.79126,12.8876,0,0,3569,120,968,1027,277,572,567,13,25
1805000,0.101382,0.511809,0.596154,0.00793651,1,3.6009,13.4915,0,0,3776,100,989,1189,225,618,605,30,20
1810000,0.0915684,0.488556,0.509434,0.0416667,4,3.74575,13.6048,0,0,3591,93,1013,1118,260,516,537,26,28
1815000,0.0829535,0.494659,0.519231,0.021978,2,3.77943,13.5756,0,0,3704,102,1019,1179,279,524,547,27,27
1820000,0.0876289,0.494748,0.42623,0.00917431,1,3.86688,13.8149,0,0,3771,116,1070,1159,261,560,547,25,33
1825000,0.0858333,0.489812,0.433333,0.027027,3,3.55869,13.7658,0,0,3791,110,1091,1160,266,557,549,27,31
1830000,0.0992431,0.499861,0.62963,0.0283019,3,3.29012,13.8906,0,0,3664,108,1056,1163,237,536,511,32,21
1835000,0.0852459,0.488984,0.415094,0.037037,4,2.95717,13.9036,0,0,3549,110,1110,1069,170,530,508,21,31
1840000,0.0956007,0.50084,0.55102,0.037037,4,3.05191,14.1988,0,0,3622,101,1057,1157,219,531,507,28,22
1845000,0.09135,0.49355,0.470588,0.0490196,5,2.89497,14.3917,0,0,3618,91,1096,1178,187,489,525,26,26
1850000,0.075358,0.485466,0.568966,0.0434783,4,3.02406,14.6027,0,0,3740,92,1207,1243,203,452,483,34,26
1855000,0.0705596,0.5027,0.278689,0.0363636,4,3.32201,14.6692,0,0,3767,95,1139,1272,224,496,479,18,44
1860000,0.0669355,0.499298,0.490196,0.0217391,2,2.95209,14.7012,0,0,3611,87,1156,1234,179,457,446,24,28
1865000,0.0701613,0.49972,0.491803,0.0315789,3,3.06167,14.8756,0,0,3632,92,1162,1244,182,449,444,29,30
1870000,0.0860129,0.495104,0.625,0.0365854,3,3.24596,14.8834,0,0,3525,85,1111,1206,199,427,440,33,24
1875000,0.071599,0.495259,0.487179,0.0319149,3,3.30232,14.9714,0,0,3665,93,1168,1237,205,447,436,38,41
1880000,0.0722983,0.498789,0.42,0.0116279,1,3.35141,14.9902,0,0,3762,90,1209,1296,209,466,446,20,26
1885000,0.0635697,0.493575,0.485714,0.0307692,2,3.153,15.0886,0,0,3647,68,1145,1258,215,439,452,35,35
1890000,0.0696594,0.487374,0.454545,0.0549451,5,3.28918,15.0588,0,0,3624,74,1185,1215,185,450,458,26,31
1895000,0.0709828,0.500407,0.432836,0.0107527,1,3.31785,15.099,0,0,3747,66,1178,1331,193,446,470,29,34
1900000,0.0740741,0.482128,0.6,0.0240964,2,3.04672,15.3012,0,0,3553,78,1222,1214,174,394,416,32,23
1905000,0.0696946,0.508322,0.529412,0.0243902,2,2.89023,15.2838,0,0,3717,94,1181,1324,173,447,447,27,24
1910000,0.066311,0.492981,0.557692,0.0357143,3,2.9065,15.3333,0,0,3615,97,1220,1264,161,394,426,30,23
1915000,0.0849335,0.497221,0.392857,0.0322581,3,2.8661,15.3743,0,0,3652,74,1211,1260,183,452,413,24,35
1920000,0.0615142,0.499858,0.553846,0.0454545,4,2.64935,15.4159,0,0,3599,78,1209,1258,137,428,423,39,27
1925000,0.0723982,0.497262,0.525424,0.0650407,8,2.78719,15.4985,0,0,3717,69,1217,1281,172,465,449,37,27
1930000,0.0818584,0.496951,0.612903,0.0210526,2,2.71292,15.5439,0,0,3668,82,1212,1308,162,401,439,39,25
1935000,0.0563821,0.496002,0.454545,0.0547945,4,2.59468,15.4496,0,0,3570,88,1210,1253,151,395,405,32,36
1940000,0.0616601,0.48741,0.389831,0.0416667,3,2.86693,15.4202,0,0,3517,88,1200,1161,173,435,399,24,37
1945000,0.0625495,0.498314,0.540984,0.0533333,4,2.86519,15.3696,0,0,3620,106,1199,1235,151,434,435,33,27
1950000,0.0667172,0.496078,0.423077,0.0285714,2,3.00414,15.4409,0,0,3622,77,1208,1292,183,401,410,23,28
1955000,0.0694108,0.511722,0.551724,0.0315789,3,3.02892,15.532,0,0,3769,105,1160,1381,200,413,451,33,26
1960000,0.071644,0.495556,0.483333,0,0,3.27642,15.5574,0,0,3766,108,1223,1311,213,419,434,28,30
1965000,0.0597362,0.489646,0.484848,0.0357143,3,3.60873,15.5094,0,0,3734,88,1242,1303,207,404,428,31,31
1970000,0.0653386,0.491983,0.47619,0.047619,4,3.63574,15.4756,0,0,3621,86,1177,1254,213,410,418,31,32
1975000,0.0803303,0.489004,0.415584,0.0344828,3,3.68147,15.4555,0,0,3761,73,1203,1310,217,417,462,32,47
1980000,0.0593286,0.490954,0.492754,0.045977,4,3.37288,15.4617,0,0,3717,81,1221,1319,211,392,424,34,35
1985000,0.0695915,0.501908,0.428571,0.0412371,4,3.09871,15.4387,0,0,3718,90,1204,1327,204,423,418,24,28
1990000,0.0622737,0.491895,0.507937,0.049505,5,3.11759,15.4894,0,0,3827,98,1299,1303,179,452,436,32,28
1995000,0.0699248,0.495196,0.491228,0.0107527,1,2.79535,15.5677,0,0,3699,89,1236,1318,175,401,428,25,27
2000000,0.0671091,0.497441,0.5,0.0273973,2,2.84601,15.6008,0,0,3760,89,1252,1337,172,422,441,21,26
2005000,0.074361,0.510232,0.4375,0.08,6,2.81083,15.7438,0,0,3732,106,1177,1328,178,436,440,31,36
2010000,0.0676633,0.502054,0.476923,0.0470588,4,2.44944,15.8607,0,0,3718,79,1196,1354,164,400,457,31,37
2015000,0.0681481,0.497208,0.471429,0.0113636,1,2.34,15.9014,0,0,3650,74,1258,1295,145,414,399,31,34
2020000,0.0609579,0.500136,0.509091,0.0206186,2,2.19662,15.9398,0,0,3723,80,1284,1318,143,436,405,29,28
2025000,0.0709723,0.483638,0.574074,0.0447761,3,2.13962,15.8869,0,0,3660,77,1288,1273,158,394,415,30,25
2030000,0.0774648,0.510406,0.45283,0.0315789,3,2.24506,15.8897,0,0,3897,91,1287,1424,164,445,432,25,29
2035000,0.0674157,0.495127,0.491803,0.0555556,4,2.06129,15.8741,0,0,3655,82,1234,1293,151,405,429,29,32
2040000,0.060994,0.498433,0.515152,0.0561798,5,1.82341,15.8558,0,0,3579,80,1241,1267,134,403,385,34,35
2045000,0.0687943,0.487859,0.489796,0.0761905,8,1.74114,15.8684,0,0,3639,82,1277,1281,117,391,441,22,28
2050000,0.057971,0.49986,0.492063,0.0266667,2,1.78774,15.9332,0,0,3637,107,1232,1300,113,379,445,31,30
2055000,0.0508732,0.496072,0.392157,0,0,1.74557,16.0252,0,0,3612,73,1261,1293,123,401,412,20,29
2060000,0.065202,0.492892,0.54,0.0337079,3,1.67906,16.0684,0,0,3711,95,1310,1306,116,402,430,28,24
2065000,0.0527541,0.505677,0.588235,0.0454545,3,1.66667,16.1444,0,0,3663,86,1237,1333,96,408,452,31,20
2070000,0.0549699,0.504141,0.507463,0.0333333,3,1.69602,16.2138,0,0,3691,80,1261,1349,112,400,425,33,31
2075000,0.0616836,0.489566,0.423729,0.0547945,4,1.63672,16.244,0,0,3606,91,1279,1256,107,387,426,28,32
2080000,0.0747594,0.499295,0.615385,0.0232558,2,1.62552,16.2166,0,0,3597,66,1233,1310,129,392,415,33,19
2085000,0.0662347,0.499434,0.508475,0,0,1.57199,16.3163,0,0,3591,98,1280,1280,113,387,381,28,24
2090000,0.0616487,0.486323,0.465517,0,0,1.59472,16.2941,0,0,3526,92,1305,1248,113,347,365,26,30
2095000,0.0586972,0.498039,0.45283,0.05,4,1.6777,16.3681,0,0,3627,93,1315,1276,105,410,372,26,30
2100000,0.048105,0.48557,0.52381,0.0526316,3,1.82837,16.3433,0,0,3630,90,1312,1257,109,384,414,33,31
2105000,0.0749258,0.495891,0.534884,0.045977,4,2.0179,16.235,0,0,3575,71,1239,1286,148,392,393,25,21
2110000,0.0532407,0.499578,0.517857,0.0289855,2,2.01108,16.2753,0,0,3611,94,1227,1304,144,376,411,31,24
2115000,0.0620843,0.498059,0.5,0.0434783,4,2.19667,16.3488,0,0,3661,81,1272,1300,155,414,384,29,26
2120000,0.0619597,0.492793,0.465753,0.0229885,2,2.32995,16.2638,0,0,3749,99,1301,1318,177,393,386,34,41
2125000,0.0618705,0.499341,0.436364,0.0235294,2,2.14349,16.3923,0,0,3847,79,1305,1377,146,439,445,23,33
2130000,0.0685544,0.512002,0.5,0.0315789,3,1.97283,16.3732,0,0,3717,75,1228,1366,147,434,412,27,28
2135000,0.0693431,0.504415,0.486111,0.0454545,4,1.86952,16.3419,0,0,3694,90,1275,1348,143,387,380,36,35
2140000,0.0612999,0.504121,0.419355,0.0941176,8,1.81472,16.3239,0,0,3708,92,1272,1334,124,408,409,32,37
2145000,0.0625954,0.511875,0.442857,0,0,1.86647,16.3205,0,0,3647,97,1215,1308,130,427,402,30,38
2150000,0.0578571,0.487045,0.510204,0.011236,1,1.80773,16.3796,0,0,3672,89,1330,1262,127,417,402,23,22
2155000,0.0631888,0.497008,0.442623,0.011236,1,1.89299,16.363,0,0,3738,86,1275,1331,120,411,456,26,33
2160000,0.0576369,0.500959,0.436364,0.0641026,5,1.83657,16.421,0,0,3708,95,1314,1349,124,387,384,22,33
2165000,0.053104,0.506124,0.442857,0.0352941,3,1.68636,16.4498,0,0,3826,94,1300,1390,117,416,439,30,40
2170000,0.0497362,0.495127,0.446429,0.0136986,1,1.81394,16.4292,0,0,3644,75,1255,1291,119,414,435,24,31
2175000,0.0778773,0.494911,0.577465,0,0,1.70969,16.5414,0,0,3696,90,1291,1339,154,368,387,39,28
2180000,0.0640357,0.500281,0.491803,0.037037,3,1.76545,16.6316,0,0,3624,83,1242,1312,119,387,417,30,34
2185000,0.0688623,0.509516,0.510638,0.0533333,4,1.67695,16.7532,0,0,3727,77,1244,1402,139,394,420,26,25
2190000,0.0714777,0.501204,0.563636,0.0384615,3,1.66834,16.8571,0,0,3793,82,1326,1394,139,399,401,28,24
2195000,0.0648688,0.49754,0.394366,0.0394737,3,1.57901,16.8272,0,0,3525,84,1264,1257,115,375,362,31,37
2200000,0.0488722,0.497901,0.546667,0.0307692,2,1.59786,16.841,0,0,3648,76,1265,1311,112,391,419,43,31
